name,site,subtypes,category,phone,full_address,city,postal_code,latitude,longitude,plus_code,rating,reviews,reviews_tags,photo,working_hours,about,range,logo,description,location_link,place_id,verified_features,verified_summary,venue_type_verified
Mascara Bar,http://www.mascarabar.co.uk/,Bar,bars,+44 7432 255357,"72 Stamford Hill, London N16 6XS, United Kingdom",London,N16 6XS,51.5668109,-0.0726886,9C3XHW8G+PW,4.1,367,"atmosphere, landlady, prices, music venue, guinness, juke box, evening, football, aggressive, poetry",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noW2A_7lJHMBCjuyussKSp5Aglf-SCvmrmKAIHA4LwVfdwR2_KpASU1W2Q1J6P1-296w8c9kh6BxMFBS9en5aKUl0-H46Q_Hb2eEsZ04WWqA-xqozExOBvof0EY70jLaWRl9QLd=w800-h500-k-no,"Sunday,11AM,3AM|Monday,11AM,2AM|Tuesday,11AM,2AM|Wednesday,11AM,2AM|Thursday,11AM,3AM|Friday,11AM,3AM|Saturday,11AM,3AM","{""Service options"": {""Outdoor seating"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Karaoke"": true, ""Live music"": true, ""Live performances"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",£10–20,https://lh4.googleusercontent.com/-rKS7LYOW4YE/AAAAAAAAAAI/AAAAAAAAAAA/JxmrkP1ntsk/s44-p-k-no-ns-nd/photo.jpg,"Small, upbeat bar serving beer, wine and cocktails alongside live music & sports broadcasts.","https://www.google.com/maps/place/Mascara+Bar/@51.5668109,-0.07268859999999999,14z/data=!4m8!1m2!2m1!1sMascara+Bar!3m4!1s0x48761c67ce4a6c3b:0x3863e3e4855b57af!8m2!3d51.5668109!4d-0.07268859999999999",ChIJO2xKzmccdkgRr1dbheTjYzg,"Cocktails, Craft beer, Dancing, Karaoke, Late-night, Live music, Outdoor seating, Wine","Small, upbeat bar serving beer, wine and cocktails alongside live music & sports broadcasts. Key features: Cocktails, Craft beer, Dancing, Karaoke, Late-night",Bar
The Axe,http://www.theaxepub.com/,Pub,bars,+44 20 7254 9559,"18 Northwold Rd, London N16 7HR, United Kingdom",London,N16 7HR,51.5627632,-0.0717273,9C3XHW7H+48,4.4,810,"sunday roast, craft beer, beer garden, selection, cider, area, bottle, lighting, lamb, back garden",https://lh3.googleusercontent.com/p/AF1QipMP__bh8FMRuv5A4OB0jovAlDVQj2V7Mu9xj3PS=w800-h500-k-no,"Sunday,12,10PM|Monday,12,11PM|Tuesday,12,11PM|Wednesday,12,11PM|Thursday,12,11PM|Friday,12PM,12:30AM|Saturday,12PM,12:30AM","{""Service options"": {""Outdoor seating"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great beer selection"": true, ""Great wine list"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}}",£10–30,https://lh5.googleusercontent.com/-xY_e2CQStKA/AAAAAAAAAAI/AAAAAAAAAAA/hl9MHBhDSGo/s44-p-k-no-ns-nd/photo.jpg,"Boasting 22 beers on tap, this easygoing pub serves familiar British fare with a roast on Sundays.","https://www.google.com/maps/place/The+Axe/@51.5627632,-0.0717273,14z/data=!4m8!1m2!2m1!1sThe+Axe!3m4!1s0x48761c6749252def:0x64387c8fcd787843!8m2!3d51.5627632!4d-0.0717273",ChIJ7y0lSWccdkgRQ3h4zY98OGQ,"Beer garden, Cocktails, Craft beer, Dog-friendly, Food menu, Outdoor seating, Sunday roast, Wine","Boasting 22 beers on tap, this easygoing pub serves familiar British fare with a roast on Sundays. Key features: Beer garden, Cocktails, Craft beer, Dog-friendly, Food menu",Pub
Doña,https://bardonalondon.com/,"Live music bar, Cabaret club, Cocktail bar, Restaurant",bars,,"92 Stoke Newington High St, London N16 7NY, United Kingdom",London,N16 7NY,51.5595013,-0.0738869,9C3XHW5G+RC,4.6,113,"cocktails, birthday, tacos, mezcal, DJ, gem, beans, average, tamales, velvet",https://lh3.googleusercontent.com/p/AF1QipMPy1I__d8PMV3Uln7B9NaI8ZhTB43qvnlTrGtm=w800-h500-k-no,"Sunday,|Monday,|Tuesday,6,11PM|Wednesday,6PM,12AM|Thursday,6PM,12AM|Friday,6PM,1:30AM|Saturday,6PM,1:30AM","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Dine-in"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Great cocktails"": true, ""Live music"": true, ""Live performances"": true, ""Trivia night"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Free water refills"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Bar onsite"": true, ""Gender-neutral restroom"": true, ""Restaurant"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",£20–30,https://lh6.googleusercontent.com/-h5XhLJYq6p8/AAAAAAAAAAI/AAAAAAAAAAA/1hhvIjrpd3w/s44-p-k-no-ns-nd/photo.jpg,"Doña is a Music & Mezcal bar, a passion project born of friendship and a shared love for good quality Mezcal and great music!

Mix all those good feels into a truly unique environment that also identifies as an arts space, a community centre and, most importantly of all, a champion for independent creativity and empowered feminine energy.

We care about our people. We care about our ingredients. We are here to make you the most delicious drinks & food served with a delightful dose of love and sass, in equal measure.","https://www.google.com/maps/place/Do%C3%B1a/@51.5595013,-0.07388689999999999,14z/data=!4m8!1m2!2m1!1sDo%C3%B1a!3m4!1s0x48761d0e4638efa7:0xaa27426a7bc47267!8m2!3d51.5595013!4d-0.07388689999999999",ChIJp-84Rg4ddkgRZ3LEe2pCJ6o,"Cocktails, Craft beer, DJ, Dancing, Food menu, LGBTQ+ friendly, Late-night, Live music, Real ale, Trivia night, Wine","Doña is a Music & Mezcal bar, a passion project born of friendship and a shared love for good quality Mezcal and great music!

Mix all those good feels into a truly unique environment that also identifies as an arts space, a community centre and, most importantly of all, a champion for independent creativity and empowered feminine energy.

We care about our people. We care about our ingredients. We are here to make you the most delicious drinks & food served with a delightful dose of love and sass, in equal measure. Key features: Cocktails, Craft beer, DJ, Dancing, Food menu",Bar
Fontaine's Bar,https://www.fontaines.bar/,"Cocktail bar, Restaurant",bars,,"176 Stoke Newington Rd, London N16 7UY, United Kingdom",London,N16 7UY,51.5564129,-0.0743093,9C3XHW4G+H7,4.3,300,"party, atmosphere, art deco, evening, interior, movie, team, live music, table service, feel",https://lh3.googleusercontent.com/p/AF1QipP9TCTmyZ7xWz6kFpBRWdpJFjpWEjnO-yxh8HDQ=w800-h500-k-no,,"{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Great cocktails"": true, ""Live performances"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Cozy"": true, ""Trendy"": true, ""Upscale"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",$$,https://lh5.googleusercontent.com/-4iZYx3NbbTo/AAAAAAAAAAI/AAAAAAAAAAA/MNwdMicOTOY/s44-p-k-no-ns-nd/photo.jpg,"Upscale bar with art-deco styling offering classic cocktails, plus cabaret, music & film nights.","https://www.google.com/maps/place/Fontaine%27s+Bar/@51.5564129,-0.0743093,14z/data=!4m8!1m2!2m1!1sFontaine%27s+Bar!3m4!1s0x48761c8a6ff54261:0xbe0571d057bcd066!8m2!3d51.5564129!4d-0.0743093",ChIJYUL1b4ocdkgRZtC8V9BxBb4,"Cocktails, Craft beer, Dancing, Food menu, Live music, Outdoor seating, Wine","Upscale bar with art-deco styling offering classic cocktails, plus cabaret, music & film nights. Key features: Cocktails, Craft beer, Dancing, Food menu, Live music",Bar
Red Hand,http://www.red-hand.co.uk/,"Bar, Pub",bars,+44 20 7275 0050,"36-38 Stoke Newington Rd, London N16 7XJ, United Kingdom",London,N16 7XJ,51.5516925,-0.0748014,9C3XHW2G+M3,4.7,376,"selection, craft beer, atmosphere, prices, wine, toastie, menu, tap, shots, pickleback",https://lh3.googleusercontent.com/p/AF1QipOw-oMDuoroj3XIsF1AK1Vpv2i0zuWmTUaLhEnM=w800-h500-k-no,"Sunday,12,11PM|Monday,3,11PM|Tuesday,3,11PM|Wednesday,3PM,12AM|Thursday,12PM,12AM|Friday,12PM,1AM|Saturday,12PM,1AM","{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great beer selection"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",£10–20,https://lh4.googleusercontent.com/-e5sPYg9DL8A/AAAAAAAAAAI/AAAAAAAAAAA/Hyv_NMJil78/s44-p-k-no-ns-nd/photo.jpg,"Relaxed pub with beer, wine & cocktails, plus light bites, in an industrial-chic space.","https://www.google.com/maps/place/Red+Hand/@51.551692499999994,-0.07480139999999999,14z/data=!4m8!1m2!2m1!1sRed+Hand!3m4!1s0x48761dda2d9337af:0x3942322775e00ff7!8m2!3d51.551692499999994!4d-0.07480139999999999",ChIJrzeTLdoddkgR9w_gdScyQjk,"Cocktails, Craft beer, Dog-friendly, Food menu, LGBTQ+ friendly, Late-night, Outdoor seating, Wine","Relaxed pub with beer, wine & cocktails, plus light bites, in an industrial-chic space. Key features: Cocktails, Craft beer, Dog-friendly, Food menu, LGBTQ+ friendly",Bar
Club No.8,http://www.club8.co.uk/,Live music bar,bars,+44 7718 204970,"8 Stoke Newington Rd, London N16 7XN, United Kingdom",London,N16 7XN,51.5508911,-0.0747722,9C3XHW2G+93,4.5,25,"team, DJ, door, party",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqfeOvJyaar6lPYFsQjLuWnBl1siFo3Q8DRnnh-3rkTlTS3r0_hJUAQc5SxYVCG1mQwCMWv2NkO__AGF4JngF_mQ4nTdkxG_pxZOfb4MaHb5_53R0mVGex0RFiCiSdy_wDLowDGX-Y_YH8X=w800-h500-k-no,"Sunday,3,11PM|Monday,3,11PM|Tuesday,3,11PM|Wednesday,3,11PM|Thursday,3,11PM|Friday,3PM,2AM|Saturday,3PM,4AM","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Live performances"": true}, ""Accessibility"": {""Wheelchair accessible restroom"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Hard liquor"": true, ""Wine"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Restaurant"": false}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",,https://lh5.googleusercontent.com/-sWHjnNRkHU8/AAAAAAAAAAI/AAAAAAAAAAA/xV-3BOiabKI/s44-p-k-no-ns-nd/photo.jpg,"Club No8 is an independent bar and venue located on Dalston’s Main Street, about five minutes walk from Dalston Junction and Dalston Kingsland tube stations. It’s housed in the lower levels of a faceless residential block which we’ve transformed into a basement fun factory with a massive sound system, a stage, pretty lights, and all the other stuff you’d expect to find at a music venue in the basement, as well as a bar with cocktails, Entry to the bar is always free,
Directions:
Club No8 is right on Dalston’s Main Street at 8 Stoke Newington Road, London, N16 8XN. It’s about five minutes walk from Dalston Kingsland an","https://www.google.com/maps/place/Club+No.8/@51.5508911,-0.0747722,14z/data=!4m8!1m2!2m1!1sClub+No.8!3m4!1s0x48761d2c2117bb09:0x9ae9642e3abb14c0!8m2!3d51.5508911!4d-0.0747722",ChIJCbsXISwddkgRwBS7Oi5k6Zo,"Craft beer, DJ, LGBTQ+ friendly, Late-night, Live music, Wine","Club No8 is an independent bar and venue located on Dalston’s Main Street, about five minutes walk from Dalston Junction and Dalston Kingsland tube stations. It’s housed in the lower levels of a faceless residential block which we’ve transformed into a basement fun factory with a massive sound system, a stage, pretty lights, and all the other stuff you’d expect to find at a music venue in the basement, as well as a bar with cocktails, Entry to the bar is always free,
Directions:
Club No8 is right on Dalston’s Main Street at 8 Stoke Newington Road, London, N16 8XN. It’s about five minutes walk from Dalston Kingsland an Key features: Craft beer, DJ, LGBTQ+ friendly, Late-night, Live music",Bar
Domani's,,"Bar, Cocktail bar, Deaf service, Karaoke bar, Night club",bars,+44 7878 351421,"8 Stoke Newington Rd, London N16 7XN, United Kingdom",London,N16 7XN,51.5508995,-0.0749543,9C3XHW2G+92,4.5,70,"karaoke, birthday, atmosphere, security, pizza, led, entertainment, smile, team, choice",https://lh3.googleusercontent.com/p/AF1QipPWaTfVsEEoscpMxr4K7LWnE8j3U7wU1AJ983-x=w800-h500-k-no,"Sunday,|Monday,|Tuesday,|Wednesday,6PM,12AM|Thursday,6PM,12AM|Friday,4PM,2AM|Saturday,4PM,2AM","{""Service options"": {""Dine-in"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Bar games"": true, ""Great cocktails"": true, ""Karaoke"": true, ""Live music"": true, ""Live performances"": true, ""Trivia night"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible seating"": true, ""Assistive hearing loop"": false, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Free water refills"": true, ""Happy hour drinks"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Outside food allowed"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",£10–20,https://lh3.googleusercontent.com/-BSQYrhdlfJo/AAAAAAAAAAI/AAAAAAAAAAA/uqivl04Ic68/s44-p-k-no-ns-nd/photo.jpg,"Domani's, nestled in a culturally rich neighbourhood, is a vibrant wine bar with a welcoming, wheelchair-accessible space. Offering a diverse selection of beers, spirits, and cocktails, patrons enjoy happy hour with live performances and DJs from a variety of musical genres including Karaoke, With a unique policy allowing outside food, free Wi-Fi, and acceptance of all payment forms, Domani's caters to diverse preferences. We also accommodate private reservation bookings for special events, events for the Deaf Community (namely the famous ‘Deaf Lounge’) the LGBTQ+ communities, corporate functions and art exhibitions, making us a dynamic hub for cultural exchange in entertainment and community engagement.","https://www.google.com/maps/place/Domani%27s/@51.5508995,-0.0749543,14z/data=!4m8!1m2!2m1!1sDomani%27s!3m4!1s0x48761c8c6d1f2029:0xdee98c24adcf425!8m2!3d51.5508995!4d-0.0749543",ChIJKSAfbYwcdkgRJfTcSsKY7g0,"Cocktails, Craft beer, Dancing, Food menu, Karaoke, LGBTQ+ friendly, Late-night, Live music, Trivia night, Wine","Domani's, nestled in a culturally rich neighbourhood, is a vibrant wine bar with a welcoming, wheelchair-accessible space. Offering a diverse selection of beers, spirits, and cocktails, patrons enjoy happy hour with live performances and DJs from a variety of musical genres including Karaoke, With a unique policy allowing outside food, free Wi-Fi, and acceptance of all payment forms, Domani's caters to diverse preferences. We also accommodate private reservation bookings for special events, events for the Deaf Community (namely the famous ‘Deaf Lounge’) the LGBTQ+ communities, corporate functions and art exhibitions, making us a dynamic hub for cultural exchange in entertainment and community engagement. Key features: Cocktails, Craft beer, Dancing, Food menu, Karaoke",Bar
High Water London,http://www.highwaterlondon.com/,"Cocktail bar, Wine bar",bars,+44 7809 235359,"23 Stoke Newington Rd, London N16 8BJ, United Kingdom",London,N16 8BJ,51.5514489,-0.0751971,9C3XHW2F+HW,4.6,476,"atmosphere, menu, whiskey, area, knowledge, lighting, team, table service, martini, old fashioned",https://lh3.googleusercontent.com/p/AF1QipOMqgZ03YYIes_8beX3cvJhIJ7r-X7PSlr2iP-T=w800-h500-k-no,"Sunday,4:30PM,2AM|Monday,4:30PM,2AM|Tuesday,4:30PM,2AM|Wednesday,4:30PM,2AM|Thursday,4:30PM,2AM|Friday,4:30PM,3AM|Saturday,4:30PM,3AM","{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Dine-in"": true}, ""Highlights"": {""Great cocktails"": true, ""Great wine list"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Free water refills"": true, ""Happy hour drinks"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Romantic"": true, ""Trendy"": true, ""Upscale"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}}",£20–30,https://lh5.googleusercontent.com/-8qI7PWPk0cw/AAAAAAAAAAI/AAAAAAAAAAA/WQxtEJikboI/s44-p-k-no-ns-nd/photo.jpg,"Narrow bar with high stools, banquettes and bare brick walls, serving a menu of seasonal cocktails.","https://www.google.com/maps/place/High+Water+London/@51.5514489,-0.0751971,14z/data=!4m8!1m2!2m1!1sHigh+Water+London!3m4!1s0x48761c8c0c0df773:0x7729f179dd5284a3!8m2!3d51.5514489!4d-0.0751971",ChIJc_cNDIwcdkgRo4RS3XnxKXc,"Cocktails, Craft beer, Dog-friendly, Food menu, Late-night, Outdoor seating, Wine","Narrow bar with high stools, banquettes and bare brick walls, serving a menu of seasonal cocktails. Key features: Cocktails, Craft beer, Dog-friendly, Food menu, Late-night",Bar
The Divine,https://thedivine.co.uk/,"Bar, Cabaret club, Dance club, Gay bar",bars,+44 20 7684 0794,"33-35 Stoke Newington Rd, London N16 8BJ, United Kingdom",London,N16 8BJ,51.5517897,-0.0753553,9C3XHW2F+PV,3.9,72,"queer, the glory, DJ, door, price, security, catering, energy, phone, hospitality",https://lh3.googleusercontent.com/gps-cs-s/AC9h4no0tN4Zp2GysQN6o45PY_wLJrBI6GCjF5Gj42eZ6G6KG9M4KHcTMjJL4DPrSufoC8TjhomUQ8vw40D5DYiwB8p2xIdN3evNoLV-80cISvneWusI4qekLfaZ2hUb_Be7buSDjLukqQ=w800-h500-k-no,"Sunday,5PM,12:30AM|Monday,5,11PM|Tuesday,5PM,12AM|Wednesday,5PM,12:30AM|Thursday,5PM,12:30AM|Friday,5PM,2:30AM|Saturday,5PM,3AM","{""Highlights"": {""Live performances"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false, ""Wheelchair accessible restroom"": false, ""Wheelchair accessible seating"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Free water refills"": true, ""Happy hour drinks"": true, ""Hard liquor"": true, ""Wine"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,https://lh3.googleusercontent.com/-swumJPlIzDI/AAAAAAAAAAI/AAAAAAAAAAA/2v0TAGp43_Q/s44-p-k-no-ns-nd/photo.jpg,"The Divine is a new LGBTQIA+ venue brought to you by the team behind The Glory, with a bar, ticketed cabaret 7 days a week and club nights at the weekend.","https://www.google.com/maps/place/The+Divine/@51.5517897,-0.0753553,14z/data=!4m8!1m2!2m1!1sThe+Divine!3m4!1s0x48761db0dbbf2053:0xd8387bc5f04f136c!8m2!3d51.5517897!4d-0.0753553",ChIJUyC_27AddkgRbBNP8MV7ONg,"Cocktails, Craft beer, DJ, Dancing, Dog-friendly, LGBTQ+ friendly, Late-night, Live music, Wine","The Divine is a new LGBTQIA+ venue brought to you by the team behind The Glory, with a bar, ticketed cabaret 7 days a week and club nights at the weekend. Key features: Cocktails, Craft beer, DJ, Dancing, Dog-friendly",Bar
A Mini Bar in Hackney,,"Cocktail bar, Bar",bars,,"173b Stoke Newington Rd, London N16 8BP, United Kingdom",London,N16 8BP,51.5573886,-0.0747352,9C3XHW4G+X4,4.9,84,"atmosphere, team, the menu, mezcal sour, birthday, passion fruit margaritas, avocado, negroni, delish, X",https://lh3.googleusercontent.com/p/AF1QipOqEWTyMWsOFHWeTvPu-CcyGxxhplQKv1hjmQoF=w800-h500-k-no,"Sunday,5PM,12AM|Monday,|Tuesday,5PM,1AM|Wednesday,5PM,1AM|Thursday,5PM,1AM|Friday,5PM,2AM|Saturday,5PM,2AM","{""Service options"": {""Dine-in"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Bar games"": true, ""Great cocktails"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true, ""Paid street parking"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",£10–30,https://lh3.googleusercontent.com/-nVQPv7Qiu48/AAAAAAAAAAI/AAAAAAAAAAA/q3hQ8oJlJ0E/s44-p-k-no-ns-nd/photo.jpg,"A modern neighbourhood cocktail bar in Stoke Newington Road. Friendly staffs, classy cocktails. Stylish, Dark with a personal feel.","https://www.google.com/maps/place/A+Mini+Bar+in+Hackney/@51.557388599999996,-0.0747352,14z/data=!4m8!1m2!2m1!1sA+Mini+Bar+in+Hackney!3m4!1s0x48761dbd5b70fb67:0x7bdb83bddb4eb1f0!8m2!3d51.557388599999996!4d-0.0747352",ChIJZ_twW70ddkgR8LFO272D23s,"Cocktails, Craft beer, Dog-friendly, Food menu, LGBTQ+ friendly, Late-night, Wine","A modern neighbourhood cocktail bar in Stoke Newington Road. Friendly staffs, classy cocktails. Stylish, Dark with a personal feel. Key features: Cocktails, Craft beer, Dog-friendly, Food menu, LGBTQ+ friendly",Bar
Yucatan Bar,https://m.facebook.com/Yucatan-Bar-540090929482413/,"Pub, Sports bar",bars,+44 20 7254 6198,"121 Stoke Newington Rd, London N16 8BT, United Kingdom",London,N16 8BT,51.5559043,-0.074865,9C3XHW4G+93,4.4,332,"football, pool tables, screens, watch, prices, guinness, atmosphere, darts, sofas, match",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noqIEVBDsrW4HZW8pQVmtHTDjPcygyI1ZlyUKgiBkJXJ_piPQnBnmlruFYi0aVOYEitLmwoCpQgpgjwDnHQzr8oMo7X5nwyo-MTSh_qNrurAEnMNqS1VRLOdyTU5-qAIrMd3QrScQ=w800-h500-k-no,"Sunday,3,10:30PM|Monday,|Tuesday,4:30,11PM|Wednesday,4:30,11PM|Thursday,4:30,11PM|Friday,3PM,12:30AM|Saturday,3PM,12:30AM","{""Service options"": {""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Bar games"": true, ""Great beer selection"": true, ""Sports"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Hard liquor"": true, ""Wine"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}}",£1–10,,"Traditional, wood-paneled pub featuring a long bar & many TVs tuned to sports, plus pool tables.","https://www.google.com/maps/place/Yucatan+Bar/@51.555904299999995,-0.074865,14z/data=!4m8!1m2!2m1!1sYucatan+Bar!3m4!1s0x48761c8a6ceb017f:0x6bd6dc0603970f02!8m2!3d51.555904299999995!4d-0.074865",ChIJfwHrbIocdkgRAg-XAwbc1ms,"Craft beer, Darts, Dog-friendly, Pool table, Wine","Traditional, wood-paneled pub featuring a long bar & many TVs tuned to sports, plus pool tables. Key features: Craft beer, Darts, Dog-friendly, Pool table, Wine",Bar
